Year,Industry,Robots_Adopted,Productivity_Gain,Cost_Savings,Jobs_Displaced,Training_Hours
2019,Pharmaceutical,1247,6.78,238.38,448,494
2021,Healthcare,1636,26.18,190.83,329,97
2018,Pharmaceutical,3090,27.14,67.99,675,99
2016,Electronics,5634,7.87,21.93,1924,61
2017,Agriculture,2931,6.56,52.89,617,116
2018,Healthcare,1798,10.67,262.65,325,58
2017,Construction,4726,15.51,287.5,210,150
2025,Automotive,3405,13.93,138.82,194,410
2023,Food & Beverage,6444,26.08,490.28,908,435
2022,Pharmaceutical,2094,28.47,161.52,746,273
2018,Food & Beverage,4970,14.84,429.8,961,161
2018,Electronics,2183,23.25,151.61,946,372
2015,Automotive,6162,13.8,138.86,2338,204
2025,Aerospace,2950,19.28,17.32,391,286
2017,Construction,8737,5.7,499.82,4057,94
2016,Pharmaceutical,9421,15.23,481.08,3594,418
2018,Logistics,9743,7.29,29.91,1768,412
2021,Electronics,6737,26.47,97.1,2211,158
2016,Agriculture,9217,11.43,128.21,2984,147
2020,Construction,3729,5.25,374.87,752,403
2016,Electronics,558,13.75,216.29,220,68
2018,Electronics,7335,24.54,430.02,118,122
2018,Aerospace,8125,17.53,481.0,2780,48
2017,Food & Beverage,1509,8.65,493.83,229,66
2025,Construction,4561,26.1,81.71,2129,497
2018,Logistics,3084,19.51,227.87,872,453
2021,Logistics,2334,26.58,151.66,1064,394
2016,Agriculture,1830,27.88,185.51,456,485
2023,Agriculture,2770,7.92,128.36,513,161
2023,Automotive,8933,20.75,65.72,2001,358
2022,Food & Beverage,8897,7.7,250.61,3057,407
2023,Healthcare,3155,5.05,401.84,759,387
2023,Food & Beverage,6833,25.39,281.0,1711,13
2020,Healthcare,9238,29.27,211.89,2759,50
2021,Healthcare,8612,14.36,40.54,2930,42
2025,Construction,5501,26.74,199.23,1097,197
2023,Energy,5358,5.97,440.57,1084,227
2019,Construction,3624,12.72,425.96,42,147
2017,Electronics,3294,10.33,12.91,366,154
2025,Agriculture,7221,25.43,24.53,1598,161
2020,Energy,8285,6.17,436.27,238,174
2025,Automotive,7992,20.08,123.14,3928,489
2023,Food & Beverage,7505,24.74,498.69,3040,78
2022,Automotive,2806,8.23,439.08,963,162
2025,Construction,120,20.3,63.69,10,363
2017,Construction,6747,24.07,354.55,879,170
2024,Aerospace,7363,10.02,128.92,676,210
2020,Healthcare,8292,23.02,104.19,602,389
2018,Pharmaceutical,3750,19.63,486.15,1103,101
2018,Healthcare,2134,28.78,465.91,733,384
2022,Healthcare,5722,27.65,191.59,592,462
2020,Logistics,3159,10.19,369.81,651,462
2020,Food & Beverage,9915,10.21,316.86,2448,370
2021,Pharmaceutical,5481,13.0,152.95,1636,307
2025,Automotive,7267,21.2,312.09,2921,213
2018,Automotive,5933,13.7,18.62,2805,481
2019,Logistics,6227,25.91,489.51,1125,203
2024,Pharmaceutical,7846,6.58,61.31,826,79
2017,Construction,4117,27.55,199.8,1679,497
2018,Aerospace,866,29.02,115.17,280,194
2021,Logistics,5336,19.93,115.59,1257,257
2016,Agriculture,4075,13.36,246.65,994,363
2015,Automotive,6695,14.0,254.84,769,186
2025,Logistics,5145,24.71,52.32,1529,462
2025,Construction,3109,28.1,295.81,271,427
2023,Electronics,5875,17.55,265.34,1740,276
2023,Pharmaceutical,5773,26.99,292.72,2403,303
2016,Agriculture,4704,16.54,152.87,1729,468
2024,Healthcare,4164,22.19,364.4,2060,35
2025,Construction,3854,6.69,193.49,120,144
2019,Construction,1983,25.02,300.31,326,321
2015,Healthcare,2837,8.39,124.37,1240,193
2020,Electronics,2923,13.17,179.81,874,232
2020,Food & Beverage,3998,22.83,261.48,673,136
2015,Agriculture,7440,7.78,27.38,1473,210
2023,Electronics,1157,19.5,272.41,398,306
2020,Healthcare,8180,17.55,333.18,3371,248
2018,Electronics,594,11.63,48.48,230,459
2019,Aerospace,3531,7.41,144.99,807,376
2018,Pharmaceutical,2866,11.96,281.23,198,248
2021,Logistics,627,11.51,492.49,156,484
2015,Energy,1202,20.53,16.48,534,328
2018,Pharmaceutical,5680,28.45,102.19,2647,379
2020,Electronics,9033,14.67,48.59,2538,375
2018,Logistics,4072,23.07,14.21,1641,344
2022,Pharmaceutical,8529,14.24,170.05,872,239
2016,Agriculture,8049,28.08,178.43,2494,81
2024,Pharmaceutical,4084,14.78,103.24,1917,87
2021,Aerospace,1771,26.67,128.61,308,194
2022,Electronics,8925,10.28,235.52,2453,293
2019,Construction,4250,27.54,490.05,1728,452
2022,Food & Beverage,4026,28.44,183.2,1991,130
2017,Healthcare,5649,26.58,81.84,1403,167
2022,Logistics,9853,17.24,363.83,4465,293
2022,Automotive,2585,6.96,423.21,25,49
2015,Pharmaceutical,5385,15.67,457.95,872,184
2018,Electronics,5601,29.94,318.13,411,166
2015,Aerospace,9151,16.98,368.38,973,322
2018,Agriculture,1255,28.64,480.91,497,118
2015,Healthcare,3475,19.32,418.29,1130,125
2022,Electronics,3090,29.84,273.09,1374,341
2018,Energy,6937,14.37,254.41,3376,375
2025,Agriculture,7170,7.98,20.81,446,481
2024,Healthcare,1976,16.65,257.67,315,188
2021,Electronics,5859,19.14,404.72,2552,65
2020,Logistics,6013,9.07,20.27,1370,466
2020,Automotive,7050,14.86,233.7,1931,443
2015,Electronics,6990,29.06,110.7,3469,341
2025,Food & Beverage,3792,20.88,290.52,1013,285
2015,Agriculture,7603,24.93,437.96,2464,207
2018,Pharmaceutical,8346,16.79,88.6,3536,90
2024,Electronics,2272,8.56,222.96,156,282
2023,Construction,3879,29.41,320.66,1153,288
2019,Food & Beverage,7059,25.72,307.69,1916,373
2015,Agriculture,6987,26.1,100.39,658,241
2018,Logistics,4804,6.11,108.92,216,72
2019,Pharmaceutical,7075,25.1,11.29,2421,267
2016,Construction,5405,21.28,84.1,1400,406
2021,Agriculture,3883,22.43,283.98,170,24
2021,Agriculture,79,23.31,404.81,19,68
2019,Automotive,8960,22.21,120.01,3203,112
2021,Healthcare,5997,14.0,193.97,212,392
2022,Automotive,6636,5.98,177.14,1384,335
2022,Pharmaceutical,7662,19.81,468.22,2829,128
2023,Automotive,8214,25.09,273.74,1347,17
2022,Automotive,9611,10.67,213.09,3991,183
2015,Aerospace,6798,27.68,260.26,1220,431
2019,Food & Beverage,7298,12.24,137.34,2806,500
2024,Healthcare,7050,15.84,299.79,1502,26
2016,Automotive,4026,17.34,42.55,825,68
2024,Healthcare,7953,5.76,413.99,256,365
2018,Agriculture,8998,8.0,5.54,9,133
2020,Agriculture,6159,27.47,85.3,2210,129
2021,Food & Beverage,1292,21.11,72.1,67,301
2021,Logistics,1187,16.05,144.84,550,207
2016,Agriculture,5134,10.6,354.08,1489,236
2025,Construction,3099,8.93,432.34,911,281
2015,Construction,587,14.59,390.86,128,408
2019,Food & Beverage,2236,5.75,459.35,121,73
2019,Agriculture,8875,29.73,125.2,3032,305
2017,Construction,2657,23.96,398.22,338,47
2015,Electronics,3808,15.11,118.09,267,280
2025,Logistics,8144,28.11,477.84,1629,72
2021,Logistics,5915,20.24,394.87,599,347
2022,Food & Beverage,5271,17.41,192.99,1829,275
2017,Agriculture,3783,13.09,376.52,1665,203
2024,Aerospace,2304,15.72,373.6,104,246
2017,Aerospace,7728,24.3,51.61,3450,439
2024,Aerospace,546,14.89,181.27,266,248
2017,Food & Beverage,188,11.14,86.32,72,382
2019,Energy,1918,6.16,473.97,667,247
2025,Logistics,9299,21.22,61.53,1452,76
2022,Logistics,6148,27.34,195.72,707,397
2016,Construction,8525,9.94,392.71,2048,146
2015,Electronics,4013,13.46,237.06,612,230
2024,Pharmaceutical,9200,5.46,39.3,135,161
2023,Automotive,6138,9.45,485.17,671,29
2024,Pharmaceutical,8730,22.92,356.13,4319,94
2020,Healthcare,2568,25.6,170.48,139,180
2023,Logistics,6087,18.96,291.92,712,245
2015,Aerospace,1951,8.77,99.06,387,306
2016,Aerospace,5720,24.84,2.63,1147,489
2016,Construction,4107,11.33,481.33,1870,317
2019,Automotive,260,26.55,291.09,70,163
2016,Healthcare,9135,29.19,302.86,1887,174
2016,Energy,2358,27.49,179.43,979,126
2022,Logistics,837,21.45,219.41,54,240
2022,Automotive,2703,28.46,422.07,359,179
2025,Aerospace,9898,26.01,49.6,1856,440
2021,Automotive,3095,9.46,320.01,1421,329
2025,Healthcare,3511,18.07,27.18,1481,355
2022,Aerospace,231,24.88,21.2,102,34
2023,Logistics,3212,26.02,92.56,523,187
2019,Food & Beverage,7856,20.31,413.46,3841,73
2024,Agriculture,258,20.05,260.37,120,56
2024,Agriculture,9820,12.3,257.56,3356,161
2018,Logistics,6553,11.35,128.52,929,344
2016,Electronics,1763,8.93,344.26,527,337
2015,Healthcare,7170,7.63,449.86,2043,19
2022,Logistics,5909,25.45,16.6,2927,463
2024,Energy,8957,6.14,196.21,1262,287
2018,Electronics,1104,10.84,88.69,387,436
2023,Construction,718,10.58,125.51,295,239
2019,Logistics,4514,25.09,123.51,2023,308
2018,Construction,3278,7.52,448.03,669,472
2021,Food & Beverage,7996,28.07,490.13,745,255
2016,Pharmaceutical,8502,18.59,215.68,2877,453
2023,Electronics,2262,12.61,230.36,633,431
2021,Healthcare,9372,25.61,92.5,3855,465
2024,Healthcare,7207,23.28,101.22,3505,393
2015,Construction,1518,10.98,84.56,297,185
2022,Healthcare,7497,17.52,260.27,2696,495
2018,Automotive,2860,11.45,38.78,949,427
2017,Electronics,2419,11.44,88.87,1174,215
2024,Energy,4119,8.91,156.86,960,65
2022,Automotive,5382,12.82,126.58,2253,382
2025,Automotive,4858,20.19,413.6,639,79
2024,Agriculture,6185,25.51,135.53,621,137
2021,Energy,5865,11.8,242.04,1157,258
2018,Pharmaceutical,978,29.78,103.65,44,103
2022,Automotive,1250,13.6,12.6,407,437
2016,Electronics,789,22.43,231.86,228,436
2021,Electronics,3693,6.79,332.65,654,257
2024,Electronics,5171,10.61,3.84,1178,124
2017,Automotive,351,15.65,196.1,87,370
2018,Pharmaceutical,8848,6.15,401.68,3972,148
2025,Healthcare,2563,8.82,305.26,250,487
2023,Food & Beverage,5339,21.39,91.2,1901,379
2016,Construction,4418,26.88,224.01,1662,109
2016,Electronics,205,13.45,125.93,70,93
2018,Pharmaceutical,5164,11.1,402.74,2465,189
2016,Food & Beverage,4744,10.11,276.86,1878,38
2016,Pharmaceutical,2214,9.48,64.28,965,309
2016,Automotive,4333,13.63,377.64,1663,188
2024,Agriculture,133,6.65,226.95,45,208
2019,Healthcare,606,20.03,24.26,101,111
2019,Logistics,6969,19.38,457.1,319,114
2019,Electronics,865,16.29,410.56,102,62
2024,Pharmaceutical,3056,20.82,363.09,1391,237
2020,Electronics,632,25.7,286.92,148,40
2023,Healthcare,1250,16.72,494.29,577,45
2022,Logistics,4612,21.83,220.64,1244,53
2019,Food & Beverage,9910,8.97,325.24,3506,93
2019,Electronics,8109,6.98,31.09,3910,233
2016,Construction,1719,14.35,369.94,503,63
2017,Agriculture,2923,20.29,373.45,311,153
2016,Automotive,1649,20.7,266.22,289,98
2016,Construction,8467,12.96,480.08,1047,401
2019,Automotive,4021,29.18,175.97,1897,360
2019,Construction,7664,24.49,26.74,3291,151
2021,Aerospace,5785,9.1,227.93,2387,358
2017,Energy,7041,15.56,339.28,1848,363
2021,Aerospace,5304,17.36,365.12,1651,163
2016,Automotive,9583,21.13,5.7,2851,37
2021,Energy,513,21.81,148.54,228,188
2022,Automotive,3685,6.51,153.29,207,289
2017,Electronics,507,17.62,434.47,22,190
2020,Construction,1772,18.82,61.11,328,494
2020,Logistics,8182,7.34,448.8,2084,129
2021,Healthcare,4536,26.37,354.28,1933,316
2023,Healthcare,6586,21.32,399.32,2050,99
2025,Electronics,6267,28.88,139.99,2409,144
2020,Construction,9641,15.72,81.78,3947,457
2020,Agriculture,4882,27.49,470.42,743,165
2022,Agriculture,6536,20.27,294.24,1728,374
2021,Food & Beverage,2554,11.11,491.97,385,433
2020,Healthcare,9272,17.9,59.83,2059,452
2021,Aerospace,6738,6.19,334.18,685,222
2015,Pharmaceutical,2475,22.28,303.81,303,465
2024,Pharmaceutical,3485,9.56,488.09,632,400
2016,Electronics,3277,27.79,215.71,971,480
2015,Food & Beverage,3319,10.11,475.65,530,178
2016,Electronics,9973,19.77,415.81,2986,69
2018,Automotive,4279,15.24,3.33,782,348
2024,Construction,7068,25.48,464.73,3172,360
2021,Agriculture,1481,6.65,408.1,385,239
2015,Agriculture,105,21.98,339.94,2,211
2024,Electronics,4248,5.96,154.96,468,335
2018,Healthcare,9400,10.79,283.98,1778,369
2025,Food & Beverage,2431,8.27,368.28,656,61
2020,Agriculture,3377,9.16,329.74,1432,19
2019,Energy,276,24.17,199.41,77,314
2022,Aerospace,4932,10.6,329.1,806,290
2022,Food & Beverage,4210,22.9,238.12,150,44
2018,Logistics,714,9.41,86.74,30,287
2015,Aerospace,3324,14.27,440.11,1343,182
2023,Construction,4971,28.25,86.36,2383,257
2025,Logistics,9973,12.73,109.21,1539,10
2017,Electronics,3322,17.44,480.64,1486,354
2023,Aerospace,8498,6.93,213.01,2952,254
2025,Food & Beverage,8845,9.65,168.91,3705,184
2017,Pharmaceutical,6102,23.8,6.19,1209,318
2021,Construction,8193,15.23,5.95,2105,369
2017,Agriculture,6287,7.12,143.43,3078,486
2016,Agriculture,2951,27.92,390.43,110,491
2016,Healthcare,3079,13.17,399.51,183,118
2020,Construction,1403,6.19,435.19,516,160
2018,Electronics,3091,12.02,348.07,435,200
2022,Agriculture,7336,6.45,109.36,3373,219
2023,Food & Beverage,187,18.7,220.5,33,72
2021,Construction,7928,15.67,246.08,2924,215
2025,Pharmaceutical,1812,17.48,437.49,702,217
2023,Construction,2411,28.54,379.98,1058,220
2024,Food & Beverage,1860,25.8,259.76,723,311
2016,Automotive,1518,28.8,407.25,509,483
2015,Automotive,356,9.27,195.84,143,490
2025,Automotive,6083,6.15,261.04,1421,410
2015,Food & Beverage,8899,20.06,396.0,2969,334
2016,Pharmaceutical,4691,18.98,127.56,938,299
2019,Pharmaceutical,4014,27.51,341.01,681,260
2019,Electronics,9758,10.42,426.08,4515,339
2017,Healthcare,9456,6.14,398.86,3841,418
2024,Logistics,1600,24.3,51.43,283,26
2021,Aerospace,7710,15.68,313.64,496,491
2025,Aerospace,6060,5.74,182.19,1374,224
2025,Food & Beverage,4628,17.53,454.24,1899,19
2023,Food & Beverage,5595,15.36,222.86,383,228
2025,Healthcare,3942,17.77,25.33,748,161
2019,Automotive,314,21.25,429.91,26,447
2024,Automotive,9458,23.45,462.09,1818,84
2016,Food & Beverage,8927,29.53,133.59,1099,115
2023,Healthcare,9074,6.08,238.65,4497,108
2021,Healthcare,9010,9.15,275.94,1503,408
2018,Automotive,9978,19.8,287.04,3194,292
2023,Construction,4137,12.03,381.89,1032,123
2025,Electronics,5370,12.73,422.54,1306,414
2020,Healthcare,4280,27.42,21.29,152,321
2023,Construction,2411,29.93,128.2,341,491
2020,Construction,195,5.11,313.05,34,118
2023,Electronics,3038,16.14,380.09,940,296
2022,Food & Beverage,7421,23.11,177.66,699,226
2017,Electronics,9611,21.61,326.98,613,256
2017,Automotive,5051,23.96,171.98,1604,436
2024,Energy,1295,29.52,333.04,530,420
2025,Agriculture,9628,23.35,430.89,1812,450
2024,Healthcare,7430,12.1,219.25,1055,210
2015,Food & Beverage,6545,17.32,432.06,134,398
2021,Automotive,3841,8.77,244.78,638,62
2015,Automotive,6669,17.43,262.5,2846,150
2022,Pharmaceutical,4187,16.77,162.29,1936,282
2019,Aerospace,5209,21.67,57.62,961,229
2025,Electronics,7404,25.71,405.27,2052,170
2025,Pharmaceutical,226,12.55,295.74,26,125
2024,Logistics,538,25.4,304.46,206,373
2022,Healthcare,6233,27.03,264.0,236,263
2017,Pharmaceutical,2595,29.01,161.25,1035,63
2023,Agriculture,7739,11.23,428.6,3025,438
2024,Logistics,5717,8.5,25.16,1534,92
2017,Energy,9172,9.12,155.04,3635,213
2020,Automotive,9692,9.15,237.78,2001,151
2015,Healthcare,79,12.2,150.62,23,124
2017,Food & Beverage,2080,19.8,296.24,675,135
2024,Energy,8859,6.13,439.1,1474,226
2025,Healthcare,9756,15.49,44.93,3305,165
2024,Electronics,8036,25.71,193.04,3858,401
2024,Electronics,3137,14.88,289.49,236,139
2018,Pharmaceutical,8138,7.13,404.72,2904,404
2019,Aerospace,3703,11.38,56.36,1476,207
2019,Healthcare,7433,16.29,377.87,2125,305
2023,Automotive,1618,21.23,123.89,186,258
2019,Healthcare,401,15.99,186.43,20,277
2025,Food & Beverage,3041,10.91,397.62,1216,426
2019,Healthcare,8231,11.13,186.92,3138,106
2020,Food & Beverage,8064,20.63,294.47,3425,327
2015,Construction,5940,6.3,451.67,1716,176
2025,Aerospace,3257,8.73,70.45,271,105
2021,Aerospace,1657,22.16,54.28,511,22
2019,Electronics,9907,5.67,119.82,39,100
2017,Aerospace,1552,15.01,98.46,340,377
2015,Pharmaceutical,3705,27.95,34.21,725,261
2025,Healthcare,1710,11.65,186.65,827,469
2024,Agriculture,2498,16.54,362.55,285,412
2019,Pharmaceutical,5619,17.78,275.94,851,288
2017,Food & Beverage,6669,5.82,366.06,515,161
2024,Electronics,1448,16.91,286.36,676,423
2018,Agriculture,6047,17.57,18.62,1539,130
2016,Healthcare,8165,21.01,380.35,1543,486
2015,Pharmaceutical,486,20.38,338.52,5,382
2025,Energy,3483,18.39,194.59,1051,371
2024,Construction,7013,13.13,297.0,511,309
2024,Construction,3119,10.73,105.64,335,233
2016,Agriculture,4142,5.63,202.01,1932,276
2023,Pharmaceutical,8731,6.35,383.69,706,287
2022,Energy,1405,6.25,306.67,329,335
2016,Agriculture,7840,25.84,139.72,3754,117
2025,Logistics,4069,10.99,243.5,531,209
2020,Pharmaceutical,7445,5.85,8.67,2220,163
2017,Pharmaceutical,2307,13.63,338.52,199,152
2017,Pharmaceutical,4693,11.22,280.04,40,406
2022,Automotive,2015,27.75,367.68,868,487
2019,Construction,8368,21.51,291.03,3575,305
2018,Food & Beverage,6180,20.84,486.74,1543,400
2017,Agriculture,1779,25.2,204.0,367,332
2024,Aerospace,3803,20.35,236.66,218,295
2021,Automotive,1032,13.03,101.69,324,37
2017,Aerospace,3303,21.35,69.91,1417,442
2023,Food & Beverage,486,8.19,211.33,136,115
2021,Construction,424,9.2,458.59,108,42
2020,Logistics,9146,25.8,315.22,3304,177
2019,Healthcare,4835,13.1,99.74,1128,253
2019,Aerospace,100,14.29,393.22,14,58
2022,Logistics,7233,16.91,173.71,620,335
2017,Pharmaceutical,1702,16.02,56.8,552,351
2016,Pharmaceutical,1555,10.11,174.45,508,26
2021,Energy,310,27.25,321.71,36,185
2016,Agriculture,3929,28.16,380.6,1835,373
2022,Agriculture,5150,12.67,117.65,724,411
2022,Healthcare,966,24.41,117.22,46,309
2020,Agriculture,518,18.19,240.05,53,429
2025,Food & Beverage,7597,8.11,219.69,3716,466
2022,Automotive,5579,11.79,430.72,68,190
2019,Food & Beverage,1632,21.66,103.7,806,284
2021,Aerospace,6310,21.14,423.85,1268,423
2024,Aerospace,6400,6.59,338.12,2580,296
2023,Construction,818,21.05,10.47,273,243
2024,Agriculture,8259,6.49,181.26,3350,67
2015,Energy,4056,26.77,450.28,1651,247
2018,Construction,2545,24.23,10.5,597,106
2023,Automotive,8077,5.6,424.48,1722,354
2025,Aerospace,9955,15.38,201.43,1513,51
2023,Aerospace,2107,10.16,459.53,716,180
2017,Pharmaceutical,4276,18.22,27.84,1548,271
2022,Pharmaceutical,6947,20.37,419.92,2738,58
2024,Logistics,7988,8.19,227.58,3034,187
2016,Electronics,8033,29.85,477.45,2242,379
2021,Automotive,9584,12.87,58.27,257,42
2021,Agriculture,1119,20.62,345.28,94,309
2025,Pharmaceutical,1289,28.16,267.63,606,126
2015,Automotive,491,19.36,278.34,142,455
2015,Food & Beverage,1681,19.44,274.85,573,132
2023,Pharmaceutical,1534,15.88,449.12,110,302
2018,Food & Beverage,4503,10.11,254.91,1529,248
2023,Construction,8904,6.84,231.68,1686,260
2024,Agriculture,3432,28.15,430.3,387,435
2016,Food & Beverage,5814,9.34,232.98,2513,291
2020,Agriculture,1808,21.33,190.26,848,422
2015,Logistics,7198,14.45,442.43,2901,381
2025,Energy,6844,8.33,93.71,3402,431
2018,Electronics,3494,25.48,477.93,1176,355
2016,Construction,1470,16.67,192.43,590,358
2017,Pharmaceutical,3150,7.6,99.73,702,425
2024,Food & Beverage,8328,11.61,393.67,2402,77
2024,Logistics,1908,18.6,288.98,183,443
2019,Agriculture,9621,21.27,260.84,505,305
2019,Aerospace,6467,22.81,29.61,1157,402
2025,Agriculture,2114,28.17,260.84,922,40
2016,Healthcare,1018,21.72,91.22,427,167
2019,Agriculture,2788,19.03,371.48,748,94
2018,Pharmaceutical,1621,21.45,71.92,328,499
2018,Logistics,2154,12.31,253.43,814,398
2017,Electronics,3735,18.93,160.1,1856,89
2019,Automotive,7657,18.28,373.24,406,459
2022,Construction,7189,7.44,117.35,545,497
2023,Electronics,530,20.3,149.06,233,323
2015,Pharmaceutical,3756,9.88,222.68,1127,453
2023,Food & Beverage,5339,28.02,276.82,719,350
2017,Food & Beverage,8255,12.45,414.48,3861,359
2021,Pharmaceutical,5754,19.89,217.02,2758,389
2023,Electronics,3962,26.74,18.04,653,166
2021,Electronics,5933,14.06,239.78,1579,168
2018,Aerospace,5360,24.84,73.46,838,44
2018,Energy,5699,7.73,19.65,1327,182
2017,Construction,6030,15.3,457.61,2750,120
2020,Agriculture,6034,24.35,460.96,1630,323
2015,Agriculture,9677,5.05,20.33,2074,22
2021,Automotive,4389,5.32,464.47,1998,209
2017,Logistics,6987,18.56,17.69,768,239
2015,Logistics,1407,13.61,434.45,243,211
2015,Automotive,5933,5.75,388.72,2816,159
2024,Logistics,2171,12.82,422.09,124,190
2022,Energy,2197,18.76,463.05,770,133
2022,Food & Beverage,5302,29.4,383.41,1895,494
2024,Aerospace,6644,20.18,426.42,1496,248
2025,Energy,2183,9.07,197.32,379,346
2022,Agriculture,1310,18.04,460.77,461,227
2015,Logistics,7056,11.47,12.74,1937,330
2022,Electronics,1099,15.52,369.03,497,120
2015,Aerospace,7029,7.03,70.47,1502,62
2020,Electronics,7947,25.77,40.53,3566,433
2024,Logistics,9609,23.26,160.64,1968,74
2017,Pharmaceutical,5708,16.93,141.91,255,99
2018,Food & Beverage,378,20.92,347.09,132,252
2024,Pharmaceutical,1019,20.2,174.88,144,263
2022,Healthcare,7042,12.86,285.41,1256,78
2020,Pharmaceutical,76,27.47,58.54,10,212
2023,Healthcare,2618,10.44,140.63,19,191
2015,Aerospace,122,17.17,216.94,17,53
2016,Agriculture,1810,6.43,421.98,808,350
2024,Electronics,1470,11.66,84.31,16,383
2021,Energy,9780,7.7,197.71,1278,406
2015,Automotive,3985,5.51,310.04,845,156
2017,Energy,1039,11.64,455.31,303,101
2016,Healthcare,6395,25.56,299.96,116,101
2017,Aerospace,2429,16.47,265.35,276,311
2015,Healthcare,1623,7.08,125.99,511,134
2020,Energy,1010,24.04,451.43,95,55
2019,Construction,6156,16.76,420.95,1460,305
2024,Electronics,1250,17.85,329.4,520,394
2024,Automotive,130,10.87,224.38,34,391
2020,Logistics,5650,22.22,319.32,1241,358
2022,Agriculture,9017,13.65,303.74,2921,113
2021,Pharmaceutical,3443,27.27,451.77,1688,64
2018,Aerospace,9822,11.2,36.2,348,419
2021,Pharmaceutical,5875,15.14,121.26,463,128
2017,Food & Beverage,9264,8.76,449.46,2308,55
2025,Pharmaceutical,7158,18.22,494.06,1524,352
